name,location.x,location.y,speed,dist,closestAntenna.location.x,closestAntenna.location.y
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,933.7922407826134,1409.2990106736454,0.49767948445516047,596.2373612880701,337.56043242067904,1406.7257455846316
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,827.1723246894209,1046.8994157961813,1.2060012180484976,533.4858414744917,898.2682706838835,518.1721614230981
people6,879.7340000618374,1570.441644269058,0.5563855644242723,566.3524282024322,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1601.5949773696918,940.304567380035,0.7595165882729464,106.42620932366168,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,933.7922407826134,1409.2990106736454,0.49767948445516047,596.2373612880701,337.56043242067904,1406.7257455846316
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,827.1723246894209,1046.8994157961813,1.2060012180484976,533.4858414744917,898.2682706838835,518.1721614230981
people6,879.7340000618374,1570.441644269058,0.5563855644242723,566.3524282024322,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1601.5949773696918,940.304567380035,0.7595165882729464,106.42620932366168,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,933.7922407826134,1409.2990106736454,0.49767948445516047,596.2373612880701,337.56043242067904,1406.7257455846316
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,827.1723246894209,1046.8994157961813,1.2060012180484976,533.4858414744917,898.2682706838835,518.1721614230981
people6,868.7275667519049,1550.5781092225002,0.5563855644242723,550.3017600533802,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1601.5949773696918,940.304567380035,0.7595165882729464,106.42620932366168,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,933.7922407826134,1409.2990106736454,0.49767948445516047,596.2373612880701,337.56043242067904,1406.7257455846316
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,827.1723246894209,1046.8994157961813,1.2060012180484976,533.4858414744917,898.2682706838835,518.1721614230981
people6,871.4501289864467,1547.3356585637528,0.5563855644242723,552.0954226644915,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1572.285615724058,1043.3743708710629,0.7595165882729464,1.192705995165056,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,933.7922407826134,1409.2990106736454,0.49767948445516047,596.2373612880701,337.56043242067904,1406.7257455846316
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,827.1723246894209,1046.8994157961813,1.2060012180484976,533.4858414744917,898.2682706838835,518.1721614230981
people6,874.1726912209884,1544.0932079050053,0.5563855644242723,553.9156397856171,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1568.8093850811867,1045.8685740100377,0.7595165882729464,5.445139863147752,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,933.7922407826134,1409.2990106736454,0.49767948445516047,596.2373612880701,337.56043242067904,1406.7257455846316
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,486.6741085192682,1049.3864673547926,1.2060012180484976,387.20310970530346,337.56043242067904,1406.7257455846316
people6,876.8952534555302,1540.850757246258,0.5563855644242723,555.7621505049857,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1566.757487814361,1049.4167742711536,0.7595165882729464,9.280914343439143,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,974.8879031732932,1433.7309733314125,0.49767948445516047,616.398965229049,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,485.8482277824894,1039.5281118480004,1.2060012180484976,396.00930857120926,337.56043242067904,1406.7257455846316
people6,879.3222979038931,1537.439916969853,0.5563855644242723,557.3079162301367,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1565.7879850444622,1053.6254269407482,0.7595165882729464,13.125887589930477,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,977.2535706122131,1430.3980338301776,0.49767948445516047,613.9489505051968,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,485.43713161231204,1029.6440729331146,1.2060012180484976,405.04086955945394,337.56043242067904,1406.7257455846316
people6,881.5665914108484,1533.9157610262644,0.5563855644242723,558.6770095925555,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1563.5056147807506,1056.452460433773,0.7595165882729464,16.75388116652618,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,979.619238051133,1427.0650943289427,0.49767948445516047,611.5164372719048,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,485.0405102768462,1019.7591377382873,1.2060012180484976,414.11777183860085,337.56043242067904,1406.7257455846316
people6,884.2351982118444,1530.6287610054183,0.5563855644242723,560.5401473428902,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1560.3023679647229,1058.2629689764763,0.7595165882729464,20.16286042672791,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,981.9849054900529,1423.7321548277077,0.49767948445516047,609.1016352114935,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,484.54888015562074,1009.8809463942013,1.2060012180484976,423.1919167612026,337.56043242067904,1406.7257455846316
people6,887.4237265351486,1527.3645467229428,0.5563855644242723,562.9417044015345,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1556.6481566522077,1058.3973689579789,0.7595165882729464,22.796699398794168,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,984.3505729289728,1420.3992153264728,0.49767948445516047,606.7047558056622,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,483.57033195405177,1000.0366671347444,1.2060012180484976,432.10519239204245,337.56043242067904,1406.7257455846316
people6,889.5642310560028,1525.856393407834,0.5563855644242723,564.7125861521089,337.56043242067904,1406.7257455846316
people7,2052.5522210799,184.8465001485814,0.509248819254616,874.0628499908336,1957.5287419327249,1053.7287730399466
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1551.8387872710218,1059.0382198834554,0.7595165882729464,26.909143666029994,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,986.7162403678927,1417.0662758252379,0.49767948445516047,604.3260123090863,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,482.98846766076974,990.1776920214166,1.2060012180484976,441.20470799969485,337.56043242067904,1406.7257455846316
people6,891.704735149873,1524.3482394867126,0.5563855644242723,566.4900346157642,337.56043242067904,1406.7257455846316
people7,1777.143163095841,4.211803875065623,0.509248819254616,771.6554358800561,1223.6737842045197,541.9140991583333
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1597.3786273301162,493.8276218186711,0.8285708166886052,376.7859061568844,1223.6737842045197,541.9140991583333
people0,1546.8299888489867,1059.7848802473447,0.7595165882729464,31.459604153073737,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,989.0826244665071,1413.732553605856,0.49767948445516047,601.9649064736714,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,483.43139977042296,980.2947236699587,1.2060012180484976,450.6903100430963,337.56043242067904,1406.7257455846316
people6,893.8452384200667,1522.8400843965576,0.5563855644242723,568.2739876710064,337.56043242067904,1406.7257455846316
people7,1775.3718532888631,6.818022642844631,0.509248819254616,768.5691709492794,1223.6737842045197,541.9140991583333
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1484.8355861303608,420.99010445276133,0.8285708166886052,287.7987131324694,1223.6737842045197,541.9140991583333
people0,1541.8211904269515,1060.531540611234,0.7595165882729464,36.14695700553945,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,991.7413260160179,1410.1581552775315,0.49767948445516047,599.3325130540309,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,484.369917272041,970.4500542312509,1.2060012180484976,460.31457038441937,337.56043242067904,1406.7257455846316
people6,896.2943977169222,1520.9500973829563,0.5563855644242723,570.2901424007001,337.56043242067904,1406.7257455846316
people7,1773.6005434818853,9.42424141062364,0.509248819254616,765.4834349438802,1223.6737842045197,541.9140991583333
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1480.5241421797152,426.8263982605224,0.8285708166886052,281.45565421559763,1223.6737842045197,541.9140991583333
people0,1536.78767982754,1061.062267375228,0.7595165882729464,40.84995216712776,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,994.4000275655286,1406.5837569492069,0.49767948445516047,596.721764154905,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,485.22534049718075,960.5978152965712,1.2060012180484976,469.9309047725529,337.56043242067904,1406.7257455846316
people6,898.8006717620776,1518.989454907233,0.5563855644242723,572.3580581129787,337.56043242067904,1406.7257455846316
people7,1771.8292336749075,12.030460178402654,0.509248819254616,762.3982342861875,1223.6737842045197,541.9140991583333
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1476.2126982290697,432.6626920682835,0.8285708166886052,275.1577239472932,1223.6737842045197,541.9140991583333
people0,1531.739697306347,1061.4665393100886,0.7595165882729464,45.59134357440541,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,997.0587291150393,1403.0093586208823,0.49767948445516047,594.1329451085016,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,485.7683003568718,950.7198374225098,1.2060012180484976,479.48614202806044,337.56043242067904,1406.7257455846316
people6,901.3069458072331,1517.0288124315098,0.5563855644242723,574.4361565146496,337.56043242067904,1406.7257455846316
people7,1770.0579238679297,14.636678946181672,0.509248819254616,759.3135755017861,1223.6737842045197,541.9140991583333
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1471.9012542784242,438.49898587604457,0.8285708166886052,268.9080931368183,1223.6737842045197,541.9140991583333
people0,1526.6917147851539,1061.8708112449492,0.7595165882729464,50.395572746477455,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1044.5407090196845,1415.4233155974362,0.7540952375481443,546.5019111835749,1591.0418307967452,1416.3521986439862
people3,999.7174306645501,1399.4349602925577,0.49767948445516047,591.5663438238686,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,486.3112602165629,940.8418595484485,1.2060012180484976,489.0548067835914,337.56043242067904,1406.7257455846316
people6,904.1086909166133,1515.5234240568693,0.5563855644242723,576.9002201817265,337.56043242067904,1406.7257455846316
people7,1768.286614060952,17.242897713960694,0.509248819254616,756.2294652215771,1223.6737842045197,541.9140991583333
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1467.5898103277787,444.33527968380565,0.8285708166886052,262.7102088039305,1223.6737842045197,541.9140991583333
people0,1521.682878089366,1062.5476803193635,0.7595165882729464,55.30571222764298,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1003.9710705393633,1393.716302904847,0.7540952375481443,587.5069883202187,1591.0418307967452,1416.3521986439862
people3,1002.3761322140608,1395.860561964233,0.49767948445516047,589.0222507356193,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,487.2358626432911,931.5004506340902,1.2060012180484976,498.23871324210955,337.56043242067904,1406.7257455846316
people6,906.9200242993177,1514.0328090434193,0.5563855644242723,579.3834229008958,337.56043242067904,1406.7257455846316
people7,1766.5153042539741,19.849116481739728,0.509248819254616,753.145910183886,1223.6737842045197,541.9140991583333
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1463.2783663771331,450.17157349156673,0.8285708166886052,256.5678210801775,1223.6737842045197,541.9140991583333
people0,1516.7251232166864,1063.5802644340995,0.7595165882729464,60.312512681771,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,1000.3651010219327,1398.5642225284187,0.7540952375481443,590.9445077092729,1591.0418307967452,1416.3521986439862
people3,1004.7559603326297,1392.6610852684462,0.49767948445516047,586.764340053857,1591.0418307967452,1416.3521986439862
people4,598.0413393463656,18.207861346885117,1.1375316304144163,583.1813711454099,898.2682706838835,518.1721614230981
people5,488.18392644307175,922.192027150654,1.2060012180484976,507.4055195314403,337.56043242067904,1406.7257455846316
people6,909.731357682022,1512.5421940299693,0.5563855644242723,581.8734299450407,337.56043242067904,1406.7257455846316
people7,1764.7439944469963,22.455335249518775,0.509248819254616,750.0629172366218,1223.6737842045197,541.9140991583333
people8,860.2866681276944,257.3265304018066,0.4686666744902175,263.59636825197737,898.2682706838835,518.1721614230981
people9,1458.9669224264878,456.00786729932787,0.8285708166886052,250.48501265855285,1223.6737842045197,541.9140991583333
people0,1511.3743139792123,1064.694710298561,0.7595165882729464,65.72611504531879,1573.3906263823073,1042.9254844310158
people1,1958.6567868876114,1939.8154218642376,0.6161495627964535,639.6518600034117,1591.0418307967452,1416.3521986439862
people2,996.7591315045021,1403.4121421519903,0.7540952375481443,594.4235625714132,1591.0418307967452,1416.3521986439862
